Fund_Type,Fund_Manager,DBPedia_Fund_Manager,DBPediaURI_Fund_Manager,DBPediaData_Fund_Manager,Fund_Name,Fund_Contact,Fund_Contact_Telephone,Fund_Projected_Equity,Fund_Equity_Raised,Fund_Equity_Invested,Fund_Target_IRR,Fund_Minimum_IRR,Fund_Asset_Classes,Fund_Target_Locations,Fund_Data_Date,Fund_Data_Year,Fund_Currency
Value Add,Bell Partners,,,,Bell Institutional Fund 4,Jon Bell,336-232-5504,"250,000,000","200,000,000","150,000,000",13,0.13,Multifamily,"Eastern United States, Southeastern United States",3/1/13,2013,USD
Value Add,Berkeley Capital,,,,Berkeley Capital Partners 3,Aaron Snegg,415-295-8080,"150,000,000",0,0,14-16,0.14,Industrial,United States,3/1/13,2013,USD
Value Add,Berkley Asset Management,,,,Berkley Asset Fund 1,Eli Braha,212-867-1234,"100,000,000",0,0,15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","New York City, Tri-State Area",3/1/13,2013,USD
Value Add,Brickman Associates,,,,Brickman Fund 5,Kathy Corton,212-541-5500,"250,000,000","250,000,000","80,000,000",15,0.15,"Distressed, Office, Residential",United States,3/1/13,2013,USD
Value Add,Brightside Investment,,,,Brightside Hotel Fund,James Ryan,678-954-4840,"350,000,000",0,0,15,0.15,"Distressed, Lodging",Southeastern United States,3/1/13,2013,USD
Value Add,Brookfield Asset Management,Brookfield Asset Management,http://live.dbpedia.org/resource/Brookfield_Asset_Management,http://live.dbpedia.org/data/Brookfield_Asset_Management.json,Brookfield Fairfield U.S. Multifamily Value Add Fund,Greg Pinkalla,858-457-2123,"323,000,000","323,000,000","240,000,000",13,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,Cabot Properties,,,,Cabot Industrial Value Fund 4,Andrew Ebbott,617-723-2397,"600,000,000",0,0,12-14,0.12,Industrial,United States,3/1/13,2013,USD
Value Add,Canyon Capital Advisors,Canyon Capital Advisors,http://live.dbpedia.org/resource/Canyon_Capital_Advisors,http://live.dbpedia.org/data/Canyon_Capital_Advisors.json,Canyon Agassi Charter School Facilities Fund,Bobby Turner,310-247-2700,"250,000,000","200,000,000","20,000,000",14,0.14,"Net Lease, Preferred Equity, Office, Lodging, Retail, Industrial, Multifamily, Niche",Western United States,3/1/13,2013,USD
Value Add,Carmel Partners,,,,Carmel Partners Investment Fund 4,Chris Beda,415-273-2900,"820,000,000","820,000,000","190,000,000",13-15,0.13,Multifamily,Western United States,3/1/13,2013,USD
Value Add,CarVal Investors,,,,CVI Real Estate Value Fund 3,Matthew Hanson,952-984-3632,"205,000,000","205,000,000","123,000,000",14,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Canada",3/1/13,2013,USD
Value Add,CarVal Investors,,,,CVI Real Estate Value Fund 4,Matthew Hanson,952-984-3632,"250,000,000",0,0,13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Northern United States,3/1/13,2013,USD
Value Add,Catalyst Capital,,,,Catalyst European Property Fund 2,Jonathan Petit,44-207-290-5100,"325,000,000",0,0,13,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Value Add,CB Richard Ellis Group,CB Richard Ellis Group,http://live.dbpedia.org/resource/CB_Richard_Ellis_Group,http://live.dbpedia.org/data/CB_Richard_Ellis_Group.json,CBRE Strategic Partners Value Fund 6,Phil Hench,213-683-4255,"1,095,000,000","1,095,000,000","98,000,000",14-16,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Centennial Holding,,,,Centennial Real Estate Fund 3,Andrew Trotter,404-835-3152,"110,000,000","110,000,000","15,000,000",14-16,0.14,Multifamily,Southwestern United States,3/1/13,2013,USD
Value Add,Charles River Realty Investors,,,,Charles River Realty Fund 2,Brian Kavoogian,617-559-5067,"250,000,000","250,000,000",0,14-16,0.14,"Office, Multifamily, Retail",New England,3/1/13,2013,USD
Value Add,"CityView, Lincoln Property Company",,,,CityView Southwest Multifamily Partners,Sean Burton,310-566-8700,"200,000,000","55,000,000","20,000,000",12-14,0.12,Multifamily,Southwestern United States,3/1/13,2013,USD
Value Add,"Cobalt Capital Partners, USAA Real Estate",USAA Real Estate,http://live.dbpedia.org/resource/USAA_Real_Estate,http://live.dbpedia.org/data/USAA_Real_Estate.json,Cobalt Industrial REIT 3,Bruce Petersen,210-641-8409,"250,000,000","131,000,000","82,000,000",12-14,0.12,Industrial,United States,3/1/13,2013,USD
Value Add,Composition Capital,,,,Composition Capital Asia Fund 3,Mark Kouters,31-20-570-8175,"300,000,000",0,0,15,0.15,Residential,Asia,3/1/13,2013,USD
Value Add,Cornerstone Real Estate,,,,Cornerstone Real Estate Fund 8,Thomas Dudeck,860-509-2280,"546,000,000","546,000,000","272,000,000",13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Coventry Real Estate Advisors,,,,Coventry Real Estate Fund 4,Brian Moss,212-699-4105,"250,000,000",0,0,15,0.15,Retail,United States,3/1/13,2013,USD
Value Add,Crossbeam Capital,,,,Crossbeam Apartment Fund 2 - 2012,Rich Devaney,240-223-0822,"300,000,000","50,000,000","20,000,000",13-15,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,DRA Advisors,,,,DRA Growth & Income Fund 7,David Luski,212-697-4740,"1,000,000,000","1,000,000,000","75,000,000",13-15,0.13,"Office, Industrial, Retail, Multifamily",United States,3/1/13,2013,USD
Value Add,DVO Real Estate,,,,DVO Gap Equity Fund,David Valger,212-391-0902,"200,000,000","30,000,000","3,000,000",12-14,0.12,Multifamily,United States,3/1/13,2013,USD
Value Add,ElmTree Funds,,,,ElmTree Funds Net Lease Fund 2,Joe Yiu,908-484-7194,"300,000,000","180,000,000",0,15,0.15,"Office, Industrial",United States,3/1/13,2013,USD
Value Add,Embarcadero Capital,,,,Embarcadero Capital Investors 4,Sam Hooker,650-373-1615,"300,000,000",0,0,15,0.15,"Office, Multifamily",Western United States,3/1/13,2013,USD
Value Add,Equity Global Management,Equity Global Management,http://live.dbpedia.org/resource/Equity_Global_Management,http://live.dbpedia.org/data/Equity_Global_Management.json,EGM Income & Growth Fund 5,Shelby Pruett,312-827-2270,"250,000,000",0,0,15,0.15,"Net Lease, Preferred Equity, Office, Lodging, Retail, Industrial, Multifamily, Niche",United States,3/1/13,2013,USD
Value Add,Equus Capital,,,,BPG Investment Partnership 9,Arthur Pasquarella,215-575-2432,"250,000,000","143,000,000","40,000,000",14,0.14,"Office, Retail, Multifamily, Niche",United States,3/1/13,2013,USD
Value Add,Exeter Property,,,,Exeter Industrial Value Fund 2,Ward Fitzgerald,610-348-3055,"615,000,000","615,000,000","400,000,000",13-14,0.13,Industrial,"Eastern United States, Southeastern United States",3/1/13,2013,USD
Value Add,Federal Capital Partners,,,,FCP Realty Fund 2,Esko Korhonen,202-386-7160,"530,000,000","530,000,000","240,000,000",13-15,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Eastern United States,3/1/13,2013,USD
Value Add,Finesa Real Estate,,,,Diversified International Partners,Andres Gonzalez,301-830-4156,"200,000,000","70,000,000","18,000,000",13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Genesta Property,,,,Genesta Nordic Real Estate Fund 2,David Neil,46-85-064-9714,"325,000,000",0,0,15,0.15,"Office, Retail, Logistics",Scandinavia,3/1/13,2013,EU
Value Add,Green Courte Partners,,,,Green Courte Real Estate Partners Fund 3,James Goldman,847-582-9403,"407,000,000","407,000,000",0,15,0.15,"Manufactured Housing, Parking",United States,3/1/13,2013,USD
Value Add,Greystar Real Estate,,,,Greystar Equity Partners 8,Derek Ramsey,843-579-3209,"600,000,000",0,0,15,0.15,Multifamily,United States,3/1/13,2013,USD
Value Add,Griffith Properties,,,,Griffith Properties Fund 3,J. Brad Griffith,617-451-2604,"100,000,000","7,000,000","1,000,000",15+,0.15,"Office, Industrial","Northeastern United States, Eastern United States",3/1/13,2013,USD
Value Add,Hampshire Cos.,,,,Hampshire Partners Fund 8,James Hanson,973-734-4242,"339,000,000","339,000,000","68,000,000",14+,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","Northeastern United States, Eastern United States",3/1/13,2013,USD
Value Add,"Hart Realty Advisors, Investment Strategies Group",,,,Strategic Development Partners,Bill Holmes,860-651-4000,"200,000,000",0,0,13,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Heitman,,,,Heitman European Property Partners 4,Gordon Black,44-207-318-1035,"656,000,000","656,000,000","394,000,000",13-15,0.13,"Office, Retail, Multifamily, Niche",Europe,3/1/13,2013,EU
Value Add,Heitman,,,,Heitman Value Partners Fund 3,Lewis Ingall,312-541-6772,"500,000,000",0,0,12-14,0.12,"Multifamily, Industrial, Retail",Northern United States,3/1/13,2013,USD
Value Add,High Street Equity Advisors,,,,High Street Real Estate Fund 4,Dan Coughlin,617-737-5202,"500,000,000","66,000,000",0,13-15,0.13,Industrial,Eastern United States,3/1/13,2013,USD
Value Add,IMT Capital,,,,IMT Capital Fund 2,Michael Browne,818-784-4700,"350,000,000","350,000,000",0,13-16,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,IMT Capital,,,,IMT Capital Fund 3,Michael Browne,818-784-4700,"350,000,000","55,000,000",0,13-16,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,Invesco Ltd.,Invesco Ltd.,http://live.dbpedia.org/class/yago/Invesco,http://live.dbpedia.org/class/yago/Invesco.json,Invesco Real Estate Fund 3,Scott Dennis,972-715-7400,"500,000,000","250,000,000",0,14,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Ivy Equities,,,,Ivy Realty Fund 3,David Archibald,201-573-8400,"250,000,000","47,000,000",0,15+,0.15,"Office, Industrial","Northeastern United States, South Florida",3/1/13,2013,USD
Value Add,J.P. Morgan & Co.,J.P. Morgan & Co.,http://live.dbpedia.org/resource/J.P._Morgan_&_Co.,http://live.dbpedia.org/data/J.P._Morgan_&_Co..json,J.P. Morgan Greater Europe Opportunistic Fund,JPaul Summer,44-207-742-1290,"231,000,000","231,000,000","121,000,000",15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Value Add,Jonathan Rose Cos.,,,,Rose Value-Add Office Retrofit Fund,Wendy Rowden,917-542-3612,"150,000,000","10,000,000",0,13-16,0.13,"Office, Redevelopment, Clean Tech",United States,3/1/13,2013,USD
Value Add,Kayne Anderson,,,,Kayne Anderson Real Estate Partners 3,Albert Rabil,917-767-3131,"700,000,000",0,0,15,0.15,"Student Housing, Self Storage",United States,3/1/13,2013,USD
Value Add,Kennedy Wilson,,,,Kennedy Wilson Real Estate Fund 4,Donald Herrema,310-887-6400,"300,000,000","157,000,000","130,000,000",13-17,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,KTR Capital,,,,KTR Industrial Fund 3,Robert Savage,212-710-5060,"750,000,000","393,000,000","150,000,000",13-15,0.13,Industrial,"United States, Canada",3/1/13,2013,USD
Value Add,LaSalle Investment Management,LaSalle Investment Management,http://live.dbpedia.org/resource/LaSalle_Investment_Management,http://live.dbpedia.org/data/LaSalle_Investment_Management.json,LaSalle Income & Growth Fund 6,Jim Hutchinson,312-228-2396,"600,000,000","325,000,000",0,15,0.15,"Distressed, Office, Retail, Industrial",United States,3/1/13,2013,USD
Value Add,Laurus Corp.,,,,Ethika Hospitality Fund,Andres Szita,310-954-2009,"200,000,000",0,0,14-17,0.14,Lodging,United States,3/1/13,2013,USD
Value Add,LBA Realty,,,,LBA Realty Fund 5,David Thomas,858-824-2101,"500,000,000",0,0,15-16,0.15,"Office, Industrial",Western United States,3/1/13,2013,USD
Value Add,LCN Capital,,,,LCN European Fund,Edward Lapuma,212-201-4073,"260,000,000",0,0,15,0.15,"Office, Other",Europe,3/1/13,2013,EU
Value Add,LCN Capital,,,,LCN North American Fund,Edward Lapuma,212-201-4073,"200,000,000",0,0,15,0.15,"Office, Net Lease, Other",United States,3/1/13,2013,USD
Value Add,Long Wharf Real Estate,,,,Long Wharf Real Estate Partners 4,Michael Elizondo,617-250-7257,"400,000,000","80,000,000","50,000,000",14,0.14,"Office, Lodging, Retail, Industrial, Multifamily, Niche, Distressed, Debt",United States,3/1/13,2013,USD
Value Add,Magellan Group,,,,Magellan Industrial Fund,Martin Slusser,310-277-8337,"50,000,000","35,000,000","15,000,000",15+,0.15,Industrial,Southern California,3/1/13,2013,USD
Value Add,Marcus Partners,,,,Marcus Capital Partners Fund 1,Kyle O'Connor,617-556-5200,"250,000,000","250,000,000","83,000,000",15,0.15,"Office, Medical Office, Industrial",Eastern United States,3/1/13,2013,USD
Value Add,Meadow Partners,,,,Meadow Real Estate Fund 2,Tim Yantz,212-317-5945,"400,000,000","205,000,000","50,000,000",13-16,0.13,"Office, Multifamily, Retail","New York City, London",3/1/13,2013,USD
Value Add,Menlo Equities,,,,Menlo Realty Partners 5,Henry Bullock,650-326-9300,"150,000,000",0,0,13-16,0.13,"Office, Research & Development","California, Seattle",3/1/13,2013,USD
Value Add,Meridian Group,,,,Meridian Realty Partners Fund 1,David Cheek,301-718-0800,"160,000,000","160,000,000","60,000,000",15,0.15,Office,"Washington D.C., Maryland, Northern Virginia",3/1/13,2013,USD
Value Add,Merlone Geier Partners,,,,MGP Fund 10,Bradley Geier,858-259-9909,"600,000,000","600,000,000",0,13-16,0.13,"Retail, Mixed Use",Western United States,3/1/13,2013,USD
Value Add,Mesirow Financial,Mesirow Financial,http://live.dbpedia.org/resource/Mesirow_Financial,http://live.dbpedia.org/data/Mesirow_Financial.json,Mesirow Financial Real Estate Value Fund,Alasdair Cripps,312-595-6938,"379,000,000","379,000,000","239,000,000",13-16,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,Milestone Group,,,,Milestone Real Estate Investors Fund 3,Jeffrey Goldberg,212-871-5905,"300,000,000",0,0,12-14,0.12,Multifamily,United States,3/1/13,2013,USD
Value Add,Miller Global Properties,,,,Miller Global Fund 7,"Peter Savoie, Dave Johnstone",303-773-0369,"250,000,000","110,000,000","50,000,000",12-14,0.12,"Office, Lodging",United States,3/1/13,2013,USD
Value Add,New Boston Fund,,,,New Boston Real Estate Investment Fund 8,Jim Kelleher,617-878-7734,"350,000,000",0,0,15,0.15,"Office, Retail, Multifamily, Niche",United States,3/1/13,2013,USD
Value Add,Normandy Real Estate,,,,Normandy Real Estate Fund 3,"David Welsh, Jeff Gronning",973-898-1160,"400,000,000","130,000,000","40,000,000",14-15,0.14,"Distressed, Office","Northeastern United States, California",3/1/13,2013,USD
Value Add,O'Connor Capital,,,,O'Connor Retail Partners,Bill O'Connor,212-308-7700,"500,000,000","150,000,000","35,000,000",15,0.15,Retail,"United States, Mexico",3/1/13,2013,USD
Value Add,Oak Street Real Estate Capital,,,,Oak Street Real Estate Capital Fund 2,Marc Zahr,773-960-1037,"120,000,000","120,000,000","36,000,000",13-16,0.13,"Office, Industrial, Multifamily",United States,3/1/13,2013,USD
Value Add,Partners Group,Partners Group,http://live.dbpedia.org/resource/Partners_Group,http://live.dbpedia.org/data/Partners_Group.json,Partners Group Direct Real Estate 2011,Claude Angeloz,41-41-784-6000,"334,000,000","334,000,000",0,15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Global,3/1/13,2013,USD
Value Add,Peakside Capital,,,,Peakside Real Estate Fund 2,Roger Barris,41-41-544-1177,"390,000,000","39,000,000",0,15+,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Value Add,Pearlmark Real Estate,,,,Pearlmark Multifamily Partners 2,Edward Ryder,312-499-1917,"400,000,000",0,0,14,0.14,Multifamily,United States,3/1/13,2013,USD
Value Add,"Penn Square Real Estate, Sares-Regis",,,,Sares-Regis Western States Multifamily Fund,Jon Albro,610-745-4861,"157,000,000","157,000,000",0,14,0.14,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Value Add,Pennybacker Capital,,,,Pennybacker 2,Timothy Berry,512-610-2910,"105,000,000","105,000,000","38,000,000",15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Penwood Real Estate Investment,,,,Penwood Select Industrial Partners 3,Rick Chase,860-218-6535,"125,000,000","125,000,000","50,000,000",15,0.15,Industrial,Southeastern United States,3/1/13,2013,USD
Value Add,QVT Mount Auburn Capital,,,,Mount Auburn Multifamily Real Estate Fund 1,K. Conly Chi,310-492-4466,"75,000,000","37,000,000",0,13-15,0.13,Multifamily,United States,3/1/13,2013,USD
Value Add,Ram Realty,,,,Ram Realty Partners 3,Jim Stine,561-282-4650,"200,000,000","111,000,000","53,000,000",14,0.14,"Retail, Multifamily, Mixed Use",Southeastern United States,3/1/13,2013,USD
Value Add,"Real Estate Capital Partners, Regional Real Estate",,,,Develop-D.C.,"Karin Shewer, David Reiner",212-843-6100,"200,000,000","40,000,000",0,12-14,0.12,"Redevelopment, Office, Multifamily, Lodging","Washington D.C., Maryland, Northern Virginia",3/1/13,2013,USD
Value Add,Redwood Group,,,,Redwood Japan Logistics Fund,"Stuart Gibson, Charles De Portes",65-6-232-2110,"400,000,000",0,0,15-16,0.15,Industrial,Japan,3/1/13,2013,USD
Value Add,Redwood Real Estate,,,,Redwood-Kairos Real Estate Value Fund 3,Jon Needell,949-709-8888,"100,000,000","75,000,000","40,000,000",15,0.15,"Retail, Medical Office, Student Housing",United States,3/1/13,2013,USD
Value Add,Rialto Capital,,,,Rialto Real Estate Fund 2,Jeffrey Krasnoff,305-485-2065,"950,000,000","260,000,000",0,14-17,0.14,"Residential, Land, CMBS",United States,3/1/13,2013,USD
Value Add,"RiverOak Investment, Massey Knakal",,,,MKRO 1,Karen Kasteel,212-660-7782,"50,000,000","10,000,000",0,13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",New York City,3/1/13,2013,USD
Value Add,Rockpoint Group,,,,Rockpoint Real Estate Fund 4,Keith Gelb,617-530-3971,"1,250,000,000","1,250,000,000","500,000,000",15+,0.15,"Office, Lodging, Multifamily, Retail, Industrial, Niche","United States, Europe, Asia",3/1/13,2013,USD
Value Add,Rockspring Capital,,,,Rockspring Capital Growth & Income Fund,Jim McAlister IV,713-535-2200,"50,000,000","2,000,000",0,15,0.15,Land,Texas,3/1/13,2013,USD
Value Add,Rockwood Capital,,,,Rockwood Capital Real Estate Partners Fund 9,Sharon Ann Miller,914-287-8850,"750,000,000",0,0,15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Rubenstein Partners,,,,Rubenstein Properties Fund 2,Michael O'Callaghan,215-399-4572,"500,000,000","215,000,000",0,15,0.15,Office,Eastern United States,3/1/13,2013,USD
Value Add,Sack Properties,,,,Sack Properties Multifamily Fund,Kirby Sack,415-981-8320,"50,000,000",0,0,12-14,0.12,Multifamily,Northern United States,3/1/13,2013,USD
Value Add,Sentinel Real Estate,,,,Gotham City Residential Partners 2,Michael Streicker,212-408-5023,"400,000,000",0,0,13,0.13,Multifamily,New York City,3/1/13,2013,USD
Value Add,Shorenstein Properties,Shorenstein Properties,http://live.dbpedia.org/resource/Shorenstein_Properties,http://live.dbpedia.org/data/Shorenstein_Properties.json,Shorenstein Realty Investors Fund 10,Charlie Malet,415-772-7059,"1,233,000,000","1,233,000,000","500,000,000",13,0.13,Office,United States,3/1/13,2013,USD
Value Add,Soundview Real Estate,,,,Soundview Real Estate Partners 4,Nick Newman,203-588-7256,"200,000,000","200,000,000","70,000,000",15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Sterling Organization,,,,Sterling Value Add Partners,Mike McCarthy,561-835-1810,"138,000,000","138,000,000","24,000,000",15-18,0.15,Retail,United States,3/1/13,2013,USD
Value Add,Stockbridge Capital,,,,Stockbridge Value Fund 1,Steven Steppe,415-658-3300,"220,000,000","220,000,000","110,000,000",13-15,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Stoltz Real Estate,,,,Stoltz Real Estate Partners 4,Brad Coburn,703-625-0009,"500,000,000","130,000,000",0,15+,0.15,"Office, Retail, Industrial",United States,3/1/13,2013,USD
Value Add,Sveafastigheter,,,,Sveafastigheter Fund 3,Patrick Gylling,358-40-542-6397,"412,000,000","412,000,000","269,000,000",15+,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","Scandinavia, Baltic States",3/1/13,2013,EU
Value Add,Thayer Lodging,,,,Thayer Hotel Investors 6,Jin Lee,410-268-0515,"300,000,000","70,000,000",0,15,0.15,Lodging,"Eastern United States, Western United States",3/1/13,2013,USD
Value Add,Timbercreek Asset Management,,,,Timbercreek U.S. Multi-Residential Opp. 1,Conrad Russo,416-306-9967,"195,000,000","33,000,000",0,15,0.15,Multifamily,"Southeastern United States, Texas",3/1/13,2013,CAN
Value Add,Tishman Speyer,Tishman Speyer,http://live.dbpedia.org/resource/Tishman_Speyer,http://live.dbpedia.org/data/Tishman_Speyer.json,Tishman Speyer Real Estate Venture 8,Peter Berg,212-715-0364,"750,000,000","750,000,000",0,13-16,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","New York City, San Francisco, Los Angeles, Washington D.C., Boston, Chicago",3/1/13,2013,USD
Value Add,TriGate Capital,,,,TriGate Property Partners 2,Jeff Yarckin,214-615-3352,"300,000,000","140,000,000",0,12-14,0.12,"Office, Lodging, Retail, Industrial, Multifamily, Niche, Distressed, Debt",United States,3/1/13,2013,USD
Value Add,Tristan Capital,,,,European Property Investors Special Opp. 3,Cameron Spry,44-203-463-8851,"974,000,000","221,000,000",0,15,0.15,,Europe,3/1/13,2013,USD
Value Add,U.S. Realty Advisors,,,,Institutional Net Lease Fund 2010,Richard Ader,212-581-4540,"355,000,000","355,000,000","53,000,000",14-16,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Value Add,Unico Properties,,,,Unico Partners 1,Quentin Kuhrau,206-628-5050,"300,000,000",0,0,13-15,0.13,Office,"Southwestern United States, Northwestern United States",3/1/13,2013,USD
Value Add,Union Eiendomskapital,,,,Union Real Estate Fund,Bjorn Henningsen,47-2-311-6900,"298,000,000",0,0,13-15,0.13,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Norway,3/1/13,2013,HK
Value Add,Urban American Management,,,,Urban American Fund 2,Philip Eisenberg,201-553-9800,"171,000,000","171,000,000","121,000,000",14,0.14,Multifamily,"New York City, Tri-State Area",3/1/13,2013,USD
Value Add,Victory Advisors,,,,Victory European Real Estate Fund 1,Erik Moresco,,"175,000,000","175,000,000","73,000,000",,0.00,"Lodging, Other",Western Europe,3/1/13,2013,EU
Value Add,Vornado Realty Trust,Vornado Realty Trust,http://live.dbpedia.org/resource/Vornado_Realty_Trust,http://live.dbpedia.org/data/Vornado_Realty_Trust.json,Vornado Capital Partners,Michael Fascitelli,212-894-7000,"800,000,000","800,000,000","583,000,000",12-16,0.12,"Office, Retail","New York City, Washington D.C.",3/1/13,2013,USD
Value Add,W3 Partners,,,,W3 Partners Value-Add Fund,Diane Olmstead,415-454-3202,"100,000,000","100,000,000","60,000,000",13-15,0.13,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","California, Northwestern United States",3/1/13,2013,USD
Value Add,Walton Group,,,,Walton Edmonton Land Development Corp.,William Doherty,403-265-4255,"145,000,000",0,0,15,0.15,Land,Canada,3/1/13,2013,CAN
Value Add,Walton Group,,,,Walton U.S. Land Fund 2,Rob Leinbach,602-264-1298,"50,000,000",0,0,15,0.15,Land,"United States, Canada",3/1/13,2013,USD
Value Add,Waterton Associates,,,,Waterton Residential Property Fund 11,David Schwartz,312-948-4502,"500,000,000","500,000,000","375,000,000",15,0.15,Multifamily,United States,3/1/13,2013,USD
Value Add,Westbrook Partners,,,,Westbrook Real Estate Fund 9,Sush Torgalkar,212-849-8800,"1,767,000,000","1,767,000,000","135,000,000",15+,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Europe, Asia",3/1/13,2013,USD
Value Add,Westport Capital Partners,,,,WCP Real Estate Fund 3,Greg Geiger,310-294-1232,"571,000,000","571,000,000","400,000,000",15,0.15,"Office, Lodging, Retail, Industrial, Multifamily, Niche, Distressed, Debt","United States, Europe, Asia",3/1/13,2013,USD
Value Add,Wolff Co.,,,,Wolff Real Estate Partners 2,Tom Podgorski,480-315-9595,"500,000,000","425,000,000","100,000,000",13-16,0.13,"Multifamily, Development","Northeastern United States, Western United States",3/1/13,2013,USD
Value Add,Woodbury Corp.,,,,Woodbury Strategic Partners Fund,Lane Critchfield,801-961-1130,"150,000,000","120,000,000","25,000,000",15,0.15,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Western United States,3/1/13,2013,USD
Value Add,Abacus Capital,,,,Abacus Multifamily Partners 2,Greg Lyden,212-203-4963,"250,000,000",,,13-15,0.13,Office,Europe,1/11/11,2011,
Value Add,Abacus Capital,,,,Abacus Multifamily Partners 2,"Greg Lyden, Benjamin Friedman",212-203-4963,"250,000,000","75,000,000","25,000,000",13-15,0.13,"Office, Industrial, Retail, Multifamily",United States,1/11/12,2012,
Value Add,Acacia Capital,,,,Acacia Property Fund 2010,Todd Darling,650-372-6472,"218,000,000","218,000,000","90,000,000",13-16,0.13,Multifamily,United States,1/11/12,2012,
Value Add,AIC Ventures,,,,Nl Ventures 8,Luis Medina,512-476-5009,"100,000,000","100,000,000","50,000,000",15,0.15,Office,Europe,1/11/12,2012,
Value Add,AIC Ventures,,,,NL Ventures 9,Luis Medina,512-476-5009,"150,000,000","40,000,000",0,15,0.15,Office,United States,1/11/12,2012,
Value Add,Almanac Realty Investors,,,,Almanac Realty Securities 6,Matthew Kaplan,212-403-3515,"800,000,000","400,000,000",0,12-14,0.12,Buyouts,United States,1/11/12,2012,
Value Add,Alpha Investment,,,,Alpha Asia Macro Trends Fund 2,Loh Chin Hua,656-433-7702,"1,500,000,000","485,000,000","25,000,000",14-16,0.14,Office,Asia,1/11/12,2012,
Value Add,Alpha Investment,,,,Alpha Asia Macro Trends Fund 1,Loh Chin Hua,656-433-7702,"1,200,000,000","1,200,000,000","400,000,000",14-16,0.14,Office,United States,1/11/11,2011,
Value Add,Apollo Global Real Estate,Apollo Global Management,http://live.dbpedia.org/resource/Apollo_Global_Management,http://live.dbpedia.org/data/Apollo_Global_Management.json,AGRE U.S. Real Estate Fund,Joseph Azrack,212-515-3200,"600,000,000","307,850,000",,18+,0.18,Office,United States,1/11/11,2011,
Value Add,Apollo Global Real Estate,Apollo Global Management,http://live.dbpedia.org/resource/Apollo_Global_Management,http://live.dbpedia.org/data/Apollo_Global_Management.json,AGRE U.S. Real Estate Fund,Joseph Azrack,212-515-3200,"600,000,000","385,000,000",,13-16,0.13,Office,United States,1/11/12,2012,
Value Add,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA Domestic Emerging Markets Fund,Jim Simmons,212-515-3337,"485,000,000","485,000,000","247,000,000",13,0.13,Multifamily,United States,1/11/12,2012,
